Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,"Incidental  solos  by  
Mr. Vin  Smith",name: Mr. Vin  Smith | part_or_instrument: vocal soloist | associated_work: Only  An  Orphan  Girl,Associated to the drama as incidental music; work title identified on page 6 (cross-page).
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mr. Laurie  Morgan,name: Mr. Laurie  Morgan | part_or_instrument: vocal soloist | associated_work: Only  An  Orphan  Girl,Associated to the drama as incidental music; work title identified on page 6 (cross-page).
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mr. Ken  Collier,name: Mr. Ken  Collier | part_or_instrument: vocal soloist | associated_work: Only  An  Orphan  Girl,Associated to the drama as incidental music; work title identified on page 6 (cross-page).
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mr. Trevor  Parr,name: Mr. Trevor  Parr | part_or_instrument: vocal soloist | associated_work: Only  An  Orphan  Girl,Associated to the drama as incidental music; work title identified on page 6 (cross-page).
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,The  realistic  stage  presentation  here  tonight  is  due  to  the  indefatigable  efforts  of  Mr. Lloyd  George,name: Mr. Lloyd  George | part_or_instrument: stage manager | associated_work: Only  An  Orphan  Girl,Role inferred from phrasing; credited generally for 'stage presentation' rather than a standard title.
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,wonders  of  illumination  has  been  achieved  by  the  efforts  of  Mr. Len  Burley,name: Mr. Len  Burley | part_or_instrument: lighting | associated_work: Only  An  Orphan  Girl,'Lighting' role standardized from 'illumination' phrasing.
Medium — inference,organization,UDC20260028-16.pdf,6,Madang Amateur Theatrical Society,Unknown,Hotel Madang,name: Hotel Madang | role: venue/host,Role inferred from letter-style note; not explicitly labeled as presenter/host.
Medium — inference,patron,UDC20260028-16.pdf,6,Madang Amateur Theatrical Society,Unknown,"We are proud to be associated with the Madang Amateur Theatrical 
Society",name: Hotel Madang | role: Sponsor,Sponsor/supporter role inferred from phrasing; not explicitly labeled as 'Sponsor'.
Medium — inference,work,UDC20260028-16.pdf,6,Madang Amateur Theatrical Society,Unknown,"who have presented 
""Only An Orphan Girl” tonight.",title: Only  An  Orphan  Girl | composer: Henning  Nelms,Composer attribution derived from page 1 text '... drama by Henning Nelms' (cross-page).; Henning Nelms is the playwright; treated here as 'composer' field per schema.
Medium — inference,work,UDC20260028-17.pdf,2,Melbourne Liedertafel,1899,Song  .. .. “Softly Sighs” (Der Freischutz) ·. ·· Weber,title: Softly Sighs (Der Freischutz) | composer: Weber,Best guess: 'Der Freischütz' (umlaut omitted).
Medium — inference,date,UDC20260028-17.pdf,20,Melbourne Liedertafel,1899,/Monday  Evening,date_text: Monday Evening,Partial date/time only; likely repeats full date on p.3.
Medium — inference,performer,UDC20260028-18.pdf,9,Musashinto Academia Musicae,1973-74,"‘Ikuta-Ryu""..........Tadao  Sawai,  Kazue  Sawai",name: Tadao  Sawai | part_or_instrument: koto,Instrument (koto) inferred from program heading
Medium — inference,performer,UDC20260028-18.pdf,9,Musashinto Academia Musicae,1973-74,"‘Ikuta-Ryu""..........Tadao  Sawai,  Kazue  Sawai",name: Kazue  Sawai | part_or_instrument: koto,Instrument (koto) inferred from program heading
Medium — inference,performer,UDC20260028-18.pdf,9,Musashinto Academia Musicae,1973-74,"“  Yamada-Ryu  ”  ""”  ”  Matsuhiro  Ito",name: Matsuhiro  Ito | part_or_instrument: koto,Instrument (koto) inferred from program heading
Medium — inference,performer,UDC20260028-18.pdf,19,Musashinto Academia Musicae,1973-74,Zorica   Filipovic  =  Voice  training  =,name: Zorica  Filipovic | part_or_instrument: voice,Role inferred as singer/voice coach
Medium — inference,venue,UDC20260028-19.pdf,11,Musashinto Academia Musicae,1975-76,"Monday,  June  23, 1975, 7:00 p.m./lino  Hall",place: lino  Hall,'lino Hall' likely 'Iino Hall' in Tokyo; kept as printed.
Medium — inference,work,UDC20260028-19.pdf,13,Musashinto Academia Musicae,1975-76,R.Schumann .................................................................Noveretten  Nr.8 fis  moll  Op.21,title: Noveretten  Nr.8  fis  moll  Op.21 | composer: R.Schumann,Likely 'Novelletten'; left as printed.
Medium — inference,work,UDC20260028-2.pdf,5,Musashinto Academia Musicae,1968-69,R.R. Bennet .......................................................................Suite  of  Old  American  Dances,title: Suite  of  Old  American  Dances | composer: R.R.  Bennet,Composer likely 'R.R. Bennett' (spelling)
Medium — inference,performer,UDC20260028-2.pdf,5,Musashinto Academia Musicae,1968-69,SOLOIST:  YOSHIKO  IKUTA  (Piano),name: YOSHIKO  IKUTA | part_or_instrument: piano | associated_work: Concerto  for  Piano  and  Orchestra  No.  1 Ε  flat  major,Associated work inferred: piano soloist likely for the Liszt Concerto
Medium — inference,performer,UDC20260028-2.pdf,5,Musashinto Academia Musicae,1968-69,"PIANO:  HARUYO  OKADA,  MASAE  SUGA",name: HARUYO  OKADA | part_or_instrument: piano | associated_work: Sonata  for  Two  Pianos  and  Percussions,Associated work inferred from instrumentation
Medium — inference,performer,UDC20260028-2.pdf,5,Musashinto Academia Musicae,1968-69,"PIANO:  HARUYO  OKADA,  MASAE  SUGA",name: MASAE  SUGA | part_or_instrument: piano | associated_work: Sonata  for  Two  Pianos  and  Percussions,Associated work inferred from instrumentation
Medium — inference,performer,UDC20260028-2.pdf,5,Musashinto Academia Musicae,1968-69,"PERCUSSIONS:  YOSHITAKA  KOBAYASHI,  SHIRO  ICHIOKA",name: YOSHITAKA  KOBAYASHI | part_or_instrument: percussion | associated_work: Sonata  for  Two  Pianos  and  Percussions,Associated work inferred from instrumentation
Medium — inference,performer,UDC20260028-2.pdf,5,Musashinto Academia Musicae,1968-69,"PERCUSSIONS:  YOSHITAKA  KOBAYASHI,  SHIRO  ICHIOKA",name: SHIRO  ICHIOKA | part_or_instrument: percussion | associated_work: Sonata  for  Two  Pianos  and  Percussions,Associated work inferred from instrumentation
Medium — inference,performer,UDC20260028-2.pdf,5,Musashinto Academia Musicae,1968-69,PIANO:  KAZUO  KURITA,name: KAZUO  KURITA | part_or_instrument: piano | associated_work: Rhapsody  in  Blue,Associated work inferred: likely pianist in Gershwin 'Rhapsody in Blue'
Medium — inference,work,UDC20260028-2.pdf,6,Musashinto Academia Musicae,1968-69,Μ.  Ravel ...........................................................................................................Sonatine,title: Sonatine | composer: Μ.  Ravel,Composer initial appears as Greek 'Μ' (likely 'M.')
Medium — inference,work,UDC20260028-2.pdf,6,Musashinto Academia Musicae,1968-69,F. Chopin ....................................................................................................3 Mazurukas,title: 3  Mazurukas | composer: F.  Chopin,Likely '3 Mazurkas' (spelling)
Medium — inference,work,UDC20260028-2.pdf,6,Musashinto Academia Musicae,1968-69,J. Brahms ................................................................Sonata  No.  2 F  major  Op.  88,title: Sonata  No.  2  F  major  Op.  88 | composer: J.  Brahms,Brahms Cello Sonata No. 2 is Op. 99; printed Op. 88 likely error
Medium — inference,work,UDC20260028-2.pdf,9,Musashinto Academia Musicae,1968-69,Er  ist's ,title: Er  ist's | composer: H.   Wolf,Composer H. Wolf implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,9,Musashinto Academia Musicae,1968-69,Verborgenheit  ,title: Verborgenheit | composer: H.   Wolf,Composer H. Wolf implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,9,Musashinto Academia Musicae,1968-69,Mignon,title: Mignon | composer: H.   Wolf,Composer H. Wolf implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,9,Musashinto Academia Musicae,1968-69,• Ein  Schwan  ,title: Ein  Schwan | composer: IE.  Grieg,Composer E. Grieg implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,9,Musashinto Academia Musicae,1968-69,|Ein  Traum,title: Ein  Traum | composer: IE.  Grieg,Composer E. Grieg implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,10,Musashinto Academia Musicae,1968-69,G. Fauré ...............................................................................................Impromtu  Op.  31,title: Impromtu  Op.  31 | composer: G.  Fauré,Likely 'Impromptu' (spelling)
Medium — inference,work,UDC20260028-2.pdf,10,Musashinto Academia Musicae,1968-69,W.A. Mozart ..........................................................................Fantasiy  d  minor  K. 397,title: Fantasiy  d  minor  K.  397 | composer: W.A.  Mozart,Likely 'Fantasy' (spelling)
Medium — inference,work,UDC20260028-2.pdf,10,Musashinto Academia Musicae,1968-69,"""La  Traviata ”
Addio  del  passato","title: ""La  Traviata ” | movement_or_selection: Addio  del  passato",Composer not repeated here; likely G. Verdi
Medium — inference,work,UDC20260028-2.pdf,11,Musashinto Academia Musicae,1968-69,Mondnacht  Op.  39-5 ,title: Mondnacht  Op.  39-5 | composer: R.   Schumann,Composer R. Schumann implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,11,Musashinto Academia Musicae,1968-69,Schône  Fremde  Op.  39-6,title: Schône  Fremde  Op.  39-6 | composer: R.   Schumann,Composer R. Schumann implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,11,Musashinto Academia Musicae,1968-69,Ganymed  Op.  19-3,title: Ganymed  Op.  19-3 | composer: F.  Schubert,Composer F. Schubert implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,11,Musashinto Academia Musicae,1968-69,C.  M.  v. Weber  ....................Grand  duo  Concertanto  for  Clarinet  and  Piano  Op.  48,title: Grand  duo  Concertanto  for  Clarinet  and  Piano  Op.  48 | composer: C.   M.   v.  Weber,Likely 'Grand duo Concertant' (spelling)
Medium — inference,work,UDC20260028-2.pdf,12,Musashinto Academia Musicae,1968-69,F. Schubert. “Die sohone Mullerin’’,title: “Die  sohone  Mullerin’’ | composer: F.  Schubert,Likely 'Die schöne Müllerin' (spelling)
Medium — inference,work,UDC20260028-2.pdf,12,Musashinto Academia Musicae,1968-69,"R. Schumann................
...........Das verlassene Magdelein",title: Das  verlassene  Magdelein | composer: R.  Schumann,Composer likely H. Wolf; printed under R. Schumann
Medium — inference,work,UDC20260028-2.pdf,12,Musashinto Academia Musicae,1968-69,Der Knabe mit dem Wunderhorn,title: Der  Knabe  mit  dem  Wunderhorn,Composer not stated (various settings exist)
Medium — inference,work,UDC20260028-2.pdf,12,Musashinto Academia Musicae,1968-69,Es liebt sich so lieblich in Lenze,title: Es  liebt  sich  so  lieblich  in  Lenze | composer: J.  Brahms,Composer J. Brahms implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,12,Musashinto Academia Musicae,1968-69,"Herr, nun sing ich dir ein neues Lied","title: Herr,  nun  sing  ich  dir  ein  neues  Lied | composer: Α.  Dvorak",Composer A. Dvorak implied by surrounding list
Medium — inference,work,UDC20260028-2.pdf,13,Musashinto Academia Musicae,1968-69,Frühlingsstimme,title: Frühlingsstimme | composer: J.  Strauss,Composer J. Strauss implied by surrounding line
Medium — inference,work,UDC20260028-2.pdf,13,Musashinto Academia Musicae,1968-69,"G.F.  Handel .............................................................................................................""Siroe""  
Pietro  Metastasio","title: ""Siroe"" | composer: G.F.   Handel",Librettist printed; selection(s) not specified
Medium — inference,work,UDC20260028-2.pdf,14,Musashinto Academia Musicae,1968-69,"..“La Boheme” 
Addio  dolce  svegliare  alla  mattina!",title: “La  Boheme” | movement_or_selection: Addio  dolce  svegliare  alla  mattina!,Composer not printed; likely G. Puccini
Medium — inference,work,UDC20260028-2.pdf,15,Musashinto Academia Musicae,1968-69,"Sat.  December  7,  1968  Sonetto ^ 104 del Petrarca",title: Sonetto  ^  104  del  Petrarca,Composer not printed; likely F. Liszt
Medium — inference,work,UDC20260028-2.pdf,15,Musashinto Academia Musicae,1968-69,F. Liszt ............................................................................. Concerto  c  minor  Op.  37,title: Concerto  c  minor  Op.  37 | composer: F.  Liszt,Likely Beethoven Piano Concerto No. 3 (Op. 37)
Medium — inference,work,UDC20260028-2.pdf,15,Musashinto Academia Musicae,1968-69,"String  Ensemble  
.Holberg  Suite  Op.  40",title: Holberg  Suite  Op.  40,Composer not printed; likely E. Grieg
Medium — inference,performer,UDC20260028-20.pdf,4,Melbourne Liedertafel,1899,MISS ADELAIDE BRUCE.,name: MISS ADELAIDE BRUCE. | part_or_instrument: vocal soloist | associated_work: ARIA—JAV Quesla Sonnba Obscura,Voice type not specified for this item; treated as generic vocal soloist
Medium — inference,organization,UDC20260028-20.pdf,6,Melbourne Liedertafel,1899,(Composed specially for and dedicated to the Melbourne Liedertafel.),name: Melbourne Liedertafel. | role: choir,Role inferred from context; appears in dedication rather than a performer listing; likely same body as ‘THE LIEDERTAFEL’
Medium — inference,performer,UDC20260028-20.pdf,9,Melbourne Liedertafel,1899,MISS MARGUERITE HENDERSON.,name: MISS MARGUERITE HENDERSON. | part_or_instrument: vocal soloist | associated_work: SoxG ®ie Sorefei,Voice type not specified; treated as generic vocal soloist
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Wcmbers of the Œ^sir :
Dickins, J. J., Capt.","name: Dickins, J. J., Capt. | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Dyer, J.","name: Dyer, J. | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Hardy, J. W.","name: Hardy, J. W. | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Robie, D. L","name: Robie, D. L | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Robinson, Η. J","name: Robinson, Η. J | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Sherlock, H. D.","name: Sherlock, H. D. | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Pardy, A.","name: Pardy, A. | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Jones, A. L.","name: Jones, A. L. | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Voight, Louis","name: Voight, Louis | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings
Medium — inference,work,UDC20260028-21.pdf,6,Melbourne Liedertafel,1899,"loan 
of Score, and Orchestral parts of “Ship O’ the Fiend.""",title: Ship O’ the Fiend | composer: Hamish MacCunn.,Composer inferred as Hamish MacCunn from page 7 heading; not named on this page
Medium — inference,work,UDC20260028-21.pdf,14,Melbourne Liedertafel,1899,")rgan  Solo  —
Bach.
MR. AUGUST.SIEDE.
In the Passacaglia we see,",title: Passacaglia | composer: Bach.,Specific title (Passacaglia) inferred from program note immediately following header
Medium — inference,work,UDC20260028-21.pdf,14,Melbourne Liedertafel,1899,"Brahms.
No. I—Allegro mollo.",title: No. I—Allegro mollo. | composer: Brahms.,Likely Hungarian Dances implied by program note; title not explicitly printed
Medium — inference,work,UDC20260028-21.pdf,14,Melbourne Liedertafel,1899,"No. 2—Allegretto.
U
ORCHESTRA.",title: No. 2—Allegretto. | composer: Brahms.,Likely Hungarian Dances implied by program note; title not explicitly printed
Medium — inference,performer,UDC20260028-30.pdf,10,Musashinto Academia Musicae,1969-71,Don  Alfonso  ; Takahisa  Nishikawa,name: Takahisa  Nishikawa | part_or_instrument: Don Alfonso | associated_work: Cosi  fan  tutte,Delimiter appears as ';' instead of ':'; assumed assignment 'Don  Alfonso'.
Low — informational,patron,UDC20260028-10.pdf,19,Melbourne Liedertafel,1893,"The thanks of the Society are due to Messrs. PATON 
& SONS (for the Plants)",name: PATON & SONS | role: Donor,In-kind sponsor/donor
Low — informational,patron,UDC20260028-10.pdf,19,Melbourne Liedertafel,1893,WEBB & SON (for the Vases,name: WEBB & SON | role: Donor,In-kind sponsor/donor
Low — informational,patron,UDC20260028-10.pdf,19,Melbourne Liedertafel,1893,"FOY & GIBSON (for the Draperies),",name: FOY & GIBSON | role: Donor,In-kind sponsor/donor
Low — informational,work,UDC20260028-13.pdf,17,Melbourne Liedertafel,1889,GOD SAVE THE QUEEN.,title: GOD SAVE THE QUEEN.,Composer not printed
Low — informational,work,UDC20260028-15.pdf,17,Melbourne Liedertafel,1889,GOD SAVE The  QUEEN.,title: GOD SAVE The  QUEEN.,Composer not credited (customary)
Low — informational,work,UDC20260028-18.pdf,6,Musashinto Academia Musicae,1973-74,L. Kramer ..... ..........................................Improvisation  über  ein  gegebenes  Thema,title: Improvisation  über  ein  gegebenes  Thema | composer: L. Kramer,Assuming composer 'L. Kramer' is Leo Kramer
Low — informational,work,UDC20260028-18.pdf,7,Musashinto Academia Musicae,1973-74,W.   A.   Mozart  .............................................Concerto  B-dur  K.  V.191 (Euphonium),title: Concerto | composer: W.   A.   Mozart | movement_or_selection: B-dur  K.  V.191 (Euphonium),Instrument credit '(Euphonium)' conflicts with known KV191 (Bassoon)
Low — informational,work,UDC20260028-18.pdf,17,Musashinto Academia Musicae,1973-74,from   “  Die   Zauberflote   ”   0  zittre   nicht   Agnus   dei,title: from   “  Die   Zauberflote   ”   0  zittre   nicht;  Agnus   dei | composer: W.   A.  Mozart,Two items combined
Low — informational,work,UDC20260028-19.pdf,7,Musashinto Academia Musicae,1975-76,"L.Cherubini  ...............................................................“ Demofonte  Ahi,  sola  quando  io","title: “ Demofonte  Ahi,  sola  quando  io | composer: L.Cherubini",Line break truncates aria title; left as printed.
Low — informational,work,UDC20260028-19.pdf,7,Musashinto Academia Musicae,1975-76,G.Donizetti .........................................Linda  di  Chamounix ”  0 luce  di  questo  anima,title: Linda  di  Chamounix | composer: G.Donizetti | movement_or_selection: 0  luce  di  questo  anima,Leading quote appears mismatched; left as printed.
Low — informational,date,UDC20260028-19.pdf,8,Musashinto Academia Musicae,1975-76,"Wednesday,  October  15, 1975, 4:10 p.m./M.H.V","date_text: Wednesday,  October  15, 1975, 4:10 p.m.",Venue abbreviation appears as 'M.H.V'; left as printed.
Low — informational,work,UDC20260028-19.pdf,8,Musashinto Academia Musicae,1975-76,P.Mascagni .................................................................“ Lodoletta  Flammen  perdonami,title: “ Lodoletta  Flammen  perdonami | composer: P.Mascagni,Title appears to conflate work and aria; left as printed.
Low — informational,work,UDC20260028-19.pdf,11,Musashinto Academia Musicae,1975-76,"NOH .....................................................................................................""Tenko""","title: ""Tenko""",Traditional Noh play; no individual composer credited.
Low — informational,work,UDC20260028-19.pdf,12,Musashinto Academia Musicae,1975-76,J.S.Bach................................................................ . Das Wohltemperierter Klavier 1,title: Das  Wohltemperierter  Klavier  1 | composer: J.S.Bach,Spelling 'Wohltemperierter' appears without ending 'te'; left as printed.
Low — informational,date,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"at  4:10 p.m./Mozart  Hall
1969
Tuesday,  January  14","date_text: Tuesday,  January  14",Year 1969 indicated in header line
Low — informational,date,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"1969
Wednesday,  January  15","date_text: Wednesday,  January  15",Year 1969 indicated in header line
Low — informational,date,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"1969
Thursday,  January  16","date_text: Thursday,  January  16",Year 1969 indicated in header line
Low — informational,date,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"1969
Friday,  January  17","date_text: Friday,  January  17",Year 1969 indicated in header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"The  complete  Piano  works  for  2  hands  by  J. Brahms  
Tuesday,  January  14...................................................Rhapsody  g  minor  Op.  79-2",title: Rhapsody  g  minor  Op.  79-2 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"The  complete  Piano  works  for  2  hands  by  J. Brahms  
Ballades  Op.  10",title: Ballades  Op.  10 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"The  complete  Piano  works  for  2  hands  by  J. Brahms  
Variations  and  Fugue  on  a  theme  by  Handel  Op.  24",title: Variations  and  Fugue  on  a  theme  by  Handel  Op.  24 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,"The  complete  Piano  works  for  2  hands  by  J. Brahms  
8 Piano  pieces  Op.  76",title: 8  Piano  pieces  Op.  76 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Variations  on  a  theme  by  Robert  Schumann  Op.  9,title: Variations  on  a  theme  by  Robert  Schumann  Op.  9 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Sonata  C  major  Op.  1,title: Sonata  C  major  Op.  1 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,6 Piano  pieces  Op.  118,title: 6  Piano  pieces  Op.  118 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Scherzo  e  flat  minor  Op.  4,title: Scherzo  e  flat  minor  Op.  4 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Variations  on  an  own  theme  Op.  21-1,title: Variations  on  an  own  theme  Op.  21-1 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Sonata  f minor  Op.  5,title: Sonata  f minor  Op.  5 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Fantasies  Op.  116,title: Fantasies  Op.  116 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Variations  on  a  Hungarian  song  Op.  21-2,title: Variations  on  a  Hungarian  song  Op.  21-2 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Rhapsody  b  minor  Op.  79-1,title: Rhapsody  b  minor  Op.  79-1 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,Sonata  f sharp  minor  Op.  2,title: Sonata  f  sharp  minor  Op.  2 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,4 Piano  pieces  Op.  119,title: 4  Piano  pieces  Op.  119 | composer: J.  Brahms,Composer taken from section header line
Low — informational,work,UDC20260028-2.pdf,10,Musashinto Academia Musicae,1968-69,C. Debussy .........................................Les  collines  d'Anacapri  General  Lavine  eccentric,title: Les  collines  d'Anacapri | composer: C.  Debussy,Two distinct preludes printed on one line; split as separate works
Low — informational,work,UDC20260028-2.pdf,10,Musashinto Academia Musicae,1968-69,C. Debussy .........................................Les  collines  d'Anacapri  General  Lavine  eccentric,title: General  Lavine  eccentric | composer: C.  Debussy,Two distinct preludes printed on one line; split as separate works
Low — informational,performer,UDC20260028-21.pdf,9,Melbourne Liedertafel,1899,"Mozart.
MR. W. G. BARKER.",name: MR. W. G. BARKER | part_or_instrument: bass | associated_work: Qui 83^no non S’accende,Associated with preceding aria title
Low — informational,patron,UDC20260028-21.pdf,18,Melbourne Liedertafel,1899,"His Excellency the Governor and Lady Brassey have kindly 
granted their patronage",name: His Excellency the Governor | role: Patron,'His Excellency the Governor' refers contextually to Lord Brassey; extracted as printed without personal name
Low — informational,performer,UDC20260028-30.pdf,3,Musashinto Academia Musicae,1969-71,"Musikalische  Leitung:  Rodolfo  Ricci  /
Takao  Okamura",name: Rodolfo  Ricci | part_or_instrument: music director | associated_work: Cosi  fan  tutte,Shared credit; treated as two separate performers.
Low — informational,performer,UDC20260028-30.pdf,3,Musashinto Academia Musicae,1969-71,"Musikalische  Leitung:  Rodolfo  Ricci  /
Takao  Okamura",name: Takao  Okamura | part_or_instrument: music director | associated_work: Cosi  fan  tutte,Shared credit; treated as two separate performers.
Low — informational,performer,UDC20260028-30.pdf,3,Musashinto Academia Musicae,1969-71,Probe  Begleiter:Nobue  KitaNatsuko  Togawa/ Seiya  Hirashima,name: Nobue  Kita | part_or_instrument: rehearsal accompanist | associated_work: Cosi  fan  tutte,"Names appear concatenated; split into 'Nobue  Kita', 'Natsuko  Togawa', and 'Seiya  Hirashima' by inference."
Low — informational,performer,UDC20260028-30.pdf,3,Musashinto Academia Musicae,1969-71,Probe  Begleiter:Nobue  KitaNatsuko  Togawa/ Seiya  Hirashima,name: Natsuko  Togawa | part_or_instrument: rehearsal accompanist | associated_work: Cosi  fan  tutte,"Names appear concatenated; split into 'Nobue  Kita', 'Natsuko  Togawa', and 'Seiya  Hirashima' by inference."
Low — informational,performer,UDC20260028-30.pdf,3,Musashinto Academia Musicae,1969-71,Probe  Begleiter:Nobue  KitaNatsuko  Togawa/ Seiya  Hirashima,name: Seiya  Hirashima | part_or_instrument: rehearsal accompanist | associated_work: Cosi  fan  tutte,"Names appear concatenated; split into 'Nobue  Kita', 'Natsuko  Togawa', and 'Seiya  Hirashima' by inference."
